idx,ppq,accum_sample,exact_sample,frac_in,frac_out
149,1.5520833333333333,34224,34223.4375,0.12499999995316102,-0.437500000046839
150,1.571875,34659,34659.84375,-0.437500000046839,0.406249999953161
151,1.5822916666666667,34890,34889.53125,0.406249999953161,-0.06250000004683898
152,1.5927083333333332,35119,35119.21875,-0.06250000004683898,0.15624999995316102
153,1.603125,35349,35348.90625,0.15624999995316102,0.06249999995316102
154,1.6135416666666667,35579,35578.59375,0.06249999995316102,-0.343750000046839
155,1.6239583333333332,35808,35808.28125,-0.343750000046839,-0.06250000004683898
156,1.625,35831,35831.25,-0.06250000004683898,0.18749999995316102
157,1.6354166666666667,36061,36060.9375,0.18749999995316102,0.12499999995316102
158,1.6458333333333333,36291,36290.625,0.12499999995316102,-0.250000000046839
159,1.65625,36520,36520.3125,-0.250000000046839,0.06249999995316102
160,1.6666666666666667,36750,36750.0,0.06249999995316102,0.06249999995316102
161,1.6770833333333333,36980,36979.6875,0.06249999995316102,-0.250000000046839
162,1.696875,37416,37416.09375,-0.250000000046839,-0.15625000004683898
163,1.7072916666666667,37646,37645.78125,-0.15625000004683898,-0.375000000046839
164,1.7177083333333332,37875,37875.46875,-0.375000000046839,0.09374999995316102
165,1.728125,38105,38105.15625,0.09374999995316102,0.24999999995316102
166,1.7385416666666667,38335,38334.84375,0.24999999995316102,0.09374999995316102
167,1.7489583333333332,38565,38564.53125,0.09374999995316102,-0.375000000046839
168,1.75,38587,38587.5,-0.375000000046839,0.12499999995316102
169,1.7604166666666667,38817,38817.1875,0.12499999995316102,0.312499999953161
170,1.7708333333333333,39047,39046.875,0.312499999953161,0.18749999995316102
171,1.78125,39277,39276.5625,0.18749999995316102,-0.250000000046839
172,1.7916666666666667,39506,39506.25,-0.250000000046839,-4.6838977141305804e-11
173,1.8020833333333333,39736,39735.9375,-4.6838977141305804e-11,-0.06250000004683898
174,1.821875,40172,40172.34375,-0.06250000004683898,0.281249999953161
175,1.8322916666666667,40402,40402.03125,0.281249999953161,0.312499999953161
176,1.8427083333333332,40632,40631.71875,0.312499999953161,0.031249999953161023
177,1.853125,40861,40861.40625,0.031249999953161023,0.437499999953161
178,1.8635416666666667,41092,41091.09375,0.437499999953161,-0.468750000046839
